公司代號,公司名稱,英文簡稱,申報原因,產業類別,報告書內容涵蓋期間,編製依循準則,第三方驗證(驗證單位),第三方驗證(單位名稱),第三方驗證(採用標準),公司網站報告書相關資訊(中文版),中文版永續報告書檔案,中文版上傳日期,英文版永續報告書網址,英文版永續報告書檔案,英文版上傳日期,中文版永續報告書(修正後版本),上傳日期(中文修正後版本),英文版永續報告書(修正後版本),上傳日期(英文修正後版本),報告書聯絡資訊,備註,公司完整名稱,統一編號,CSR報告超連結
5519,隆大,LD,5.股本達新臺幣二十億元以上者,建材營造,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.longda.com.tw/upload/1692150591.pdf,t100sa11_5519_111.pdf,112/08/23,,,,,,,,ninikao@longda.com.tw,揭露之數據資訊範疇為111年度，部分內容會涵蓋111 年1 月1 日前。,隆大營建事業股份有限公司,_85898033,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_5519_111.pdf
5521,工信,KSECO,5.股本達新臺幣二十億元以上者,建材營造,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.kseco.com.tw/tc/responsibility.aspx?cid=27&cchk=A3450C32-ACF0-4D13-81C1-976EF7C59836,t100sa11_5521_111.pdf,112/06/30,https://www.kseco.com.tw/EN/about1.aspx?cid=108&cchk=53F26F6F-42C7-48E8-9CE7-CB849A371C66,t100sa11_5521_111_E.pdf,2023/06/30,,,,,k2089@kseco.com.tw,無,工信工程股份有限公司,_03028404,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_5521_111.pdf
5522,遠雄,Farglory,5.股本達新臺幣二十億元以上者,建材營造,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://www.farglory-land.com.tw/esg/sustainability-report-download-2/,t100sa11_5522_111.pdf,112/08/09,https://www.farglory-land.com.tw/esg/sustainability-report-download-2/,t100sa11_5522_111_E.pdf,2023/08/18,,,,,b1593@farglory.com.tw,,遠雄建設事業股份有限公司,_04673318,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_5522_111.pdf
5525,順天,SWEETEN,5.股本達新臺幣二十億元以上者,建材營造,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,http://www.sweeten.com.tw/wp-content/uploads/2023/08/2022%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8-1.pdf,t100sa11_5525_111.pdf,112/08/30,,,,,,,,sweeten@sweeten.com.tw,,順天建設股份有限公司,_22764965,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_5525_111.pdf
5531,鄉林,Shining,5.股本達新臺幣二十億元以上者,建材營造,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,http://www.shininggroup.com/,t100sa11_5531_111.pdf,112/06/28,,,,,,,,charles@shininggroup.com.tw,無,鄉林建設事業股份有限公司,_23641822,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_5531_111.pdf
5608,四維航,S. W.,5.股本達新臺幣二十億元以上者,航運業,111/01/01~111/12/31,"2. 其他依循標準：GRI Universal Standards 2021, SASB Standards - Marine Transportation, TCFD",其他查驗證單位：,"台灣衛理國際品保驗證股份有限公司(Bureau Veritas Certification (Taiwan) Co., Ltd.,",AA1000 第1類型(Type1) 中度保證,https://www.swnav.com.tw/sustainability/esg/download,t100sa11_5608_111.pdf,112/06/30,,,,t100sa11_5608_111_M.pdf,112/07/07,,,esg@swnav.com.tw,,四維航業股份有限公司,_12551801,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_5608_111.pdf
5871,中租-KY,Chailease,5.股本達新臺幣二十億元以上者,其他,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,英國標準協會(BSI),AA1000 第2類型(Type2) 中度保證,https://www.chaileaseholding.com/CSR/ReportDownload,t100sa11_5871_111.pdf,112/06/28,https://www.chaileaseholding.com/en/CSR/ReportDownload,t100sa11_5871_111_E.pdf,2023/07/18,,,,,PRD@chailease.com.tw,111年中租控股永續報告書,中租控股股份有限公司,_26389569,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_5871_111.pdf
5876,上海商銀,SCSB,4.屬金融保險業者、5.股本達新臺幣二十億元以上者,金融保險業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,勤業眾信會計師事務所,確信準則3000號(原公報第一號),https://www.scsb.com.tw/content/csr/files/csr03_a/2022report.pdf,t100sa11_5876_111.pdf,112/06/20,https://www.scsb.com.tw/content/csr_en/files/csr03_a/2022report_eng.pdf,t100sa11_5876_111_E.pdf,2023/06/28,,,,,henry@scsb.com.tw,,上海商業儲蓄銀行股份有限公司,_03036306,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_5876_111.pdf
5880,合庫金,TCFHC,4.屬金融保險業者,金融保險業,111/01/01~111/12/31,2. 其他依循標準：GRI準則、上市公司編制與申報永續報告書作業辦法、TCFD框架、SASB準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://esg.tcfhc.com.tw/sustainable-report-download/,t100sa11_5880_111.pdf,112/08/10,https://esg.tcfhc.com.tw/en/uploads/download_item/download_file_en/1/2022_ESG_REPORT_en.pdf,t100sa11_5880_111_E.pdf,2023/09/01,,,,,esg@tcfhc.com.tw,,合作金庫金融控股股份有限公司,_53021433,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_5880_111.pdf
6112,邁達特,Metaage,6.係自願編製與申報,資訊服務業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,"台灣德國北德技術監護顧問股份有限公司(TUV NORD Taiwan Co., Ltd.)",AA1000 第1類型(Type1) 中度保證,https://www.metaage.com.tw/esg/download_report,t100sa11_6112_111.pdf,112/06/30,https://www.metaage.tech/esg/download_report,t100sa11_6112_111_E.pdf,2023/08/28,,,,,simonyang@metaage.com.tw,無,邁達特數位股份有限公司,_16428796,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6112_111.pdf
6116,彩晶,Hannstar,5.股本達新臺幣二十億元以上者,光電業,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://www.hannstar.com/tw/sustainability/report/,t100sa11_6116_111.pdf,112/08/08,https://www.hannstar.com/en/sustainability/report/,t100sa11_6116_111_E.pdf,2023/08/10,,,,,esg@hannstar.com,,瀚宇彩晶股份有限公司,_16450500,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6116_111.pdf
6120,達運,DARWIN,5.股本達新臺幣二十億元以上者,光電業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.darwinprecisions.com/zh-tw/responsibility.php,t100sa11_6120_111.pdf,112/06/29,,,,,,,,csr@darwinprecisions.com,,達運精密工業股份有限公司,_23504361,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6120_111.pdf
6139,亞翔,L & K,5.股本達新臺幣二十億元以上者,其他電子業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,艾法諾國際股份有限公司,AA1000 第1類型(Type1) 中度保證,https://www.lkeng.com.tw/about.php?csn=1,t100sa11_6139_111.pdf,112/08/08,,,,,,,,smsheu@lkeng.com.tw,無,亞翔工程股份有限公司,_12204275,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6139_111.pdf
6153,嘉聯益,Career Tech.,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,格瑞國際驗證有限公司,AA1000 第1類型(Type1) 中度保證,https://www.careergroups.com/ZH/,t100sa11_6153_111.pdf,112/06/21,http://www.careergroups.com/csr/Default.aspx?Id=51,t100sa11_6153_111_E.pdf,2023/08/10,,,,,esg@careergroups.com,無。,嘉聯益科技股份有限公司,_86980046,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6153_111.pdf
6168,宏齊,HARVATEK CORPOR,5.股本達新臺幣二十億元以上者,光電業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.harvatek.com/files/2022%E5%B9%B4%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf,t100sa11_6168_111.pdf,112/06/30,,,,,,,,cindy@harvatek.com.tw,,宏齊科技股份有限公司,_89358419,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6168_111.pdf
6176,瑞儀,ROEC,5.股本達新臺幣二十億元以上者,光電業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,BSI 英國標準協會,AA1000 第2類型(Type2) 中度保證,http://esg.radiant.com.tw/download,t100sa11_6176_111.pdf,112/06/30,http://esg.radiant.com.tw/download,t100sa11_6176_111_E.pdf,2023/08/14,,,,,csr@radiant.com.tw,,瑞儀光電股份有限公司,_22101208,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6176_111.pdf
6177,達麗,"DA-LI CO.,LTD.",5.股本達新臺幣二十億元以上者,建材營造,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.da-li.com.tw/page/csr/,t100sa11_6177_111.pdf,112/06/30,,,,,,,,anny.hung@da-li.com.tw,,達麗建設事業股份有限公司,_04477420,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6177_111.pdf
6189,豐藝,Promate,6.係自願編製與申報,電子通路業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.promate.com.tw/esg/esg-report/,t100sa11_6189_111.pdf,112/06/15,,,,t100sa11_6189_111_M.pdf,112/07/26,,,ann_shen@promate.com.tw,,豐藝電子股份有限公司,_22151585,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6189_111.pdf
6191,精成科,GBM,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,http://www.gbm.com.tw/zhtw/invest/csr.jsp,t100sa11_6191_111.pdf,112/06/21,http://www.gbm.com.tw/en/invest/csr.jsp,t100sa11_6191_111_E.pdf,2023/08/23,,,,,csr@gbmgroup.com,,精成科技股份有限公司,_81069921,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6191_111.pdf
6196,帆宣,MIC,6.係自願編製與申報,其他電子業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,BSI 英國標準協會台灣分公司,AA1000 第1類型(Type1) 中度保證,https://www.micb2b.com/responsibility/report/,t100sa11_6196_111.pdf,112/06/28,,,,t100sa11_6196_111_M.pdf,112/07/27,,,mic@micb2b.com,無,帆宣系統科技股份有限公司,_23145632,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6196_111.pdf
6202,盛群,HOLTEK,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,英國標準協會(BSI),AA1000 第1類型(Type1) 中度保證,https://www.holtek.com.tw/web/guest/responsibility/responsibility,t100sa11_6202_111.pdf,112/06/27,,,,,,,,ir@holtek.com.tw,,盛群半導體股份有限公司,_16130330,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6202_111.pdf
6206,飛捷,FLYTECH,6.係自願編製與申報,電腦及週邊設備業,111/01/10~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.flytech.com.tw/data/files/csr-2022.pdf,t100sa11_6206_111.pdf,112/07/19,,,,t100sa11_6206_111_M.pdf,112/07/28,,,katherinewang@flytech.com.tw,,飛捷科技股份有限公司,_21230513,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6206_111.pdf
6213,聯茂,ITEQ,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,台灣檢驗科技股份有限公司(SGS),AA1000 第1類型(Type1) 中度保證,https://www.iteq.com.tw/responsibility/%e6%b0%b8%e7%ba%8c%e5%a0%b1%e5%91%8a%e6%9b%b8/,t100sa11_6213_111.pdf,112/06/28,https://www.iteq.com.tw/%e4%bc%81%e6%a5%ad%e7%a4%be%e6%9c%83%e8%b2%ac%e4%bb%bb/esg_report-2/?lang=en,t100sa11_6213_111_E.pdf,2023/08/09,,,,,stock6213@iteq.com.tw,,聯茂電子股份有限公司,_97179403,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6213_111.pdf
6214,精誠,SYSTEX,5.股本達新臺幣二十億元以上者,資訊服務業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,SGS 台灣檢驗科技股份有限公司,AA1000 第1類型(Type1) 中度保證,https://tw.systex.com/wp-content/uploads/sites/2/2022-SYSTEX-SR_C.pdf,t100sa11_6214_111.pdf,112/06/27,,,,,,,,csr@systex.com,無,精誠資訊股份有限公司,_97311466,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6214_111.pdf
6215,和椿,Aurotek,6.係自願編製與申報,其他電子業,111/01/01~111/12/31,2. 其他依循標準：GRI準則、SASB準則,無,無資料,無資料,https://www.aurotek.com.tw/about-us/csr.aspx,t100sa11_6215_111.pdf,112/06/29,,,,,,,,andywang@aurotek.com,,和椿科技股份有限公司,_12304443,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6215_111.pdf
6239,力成,PTI,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,英國標準協會(BSI),AA1000 第2類型(Type2) 高度保證,https://www.pti.com.tw/zh/csr/interactive/download,t100sa11_6239_111.pdf,112/06/30,https://www.pti.com.tw/en/csr/interactive/download,t100sa11_6239_111_E.pdf,2023/07/28,t100sa11_6239_111_M.pdf,112/07/28,,,csr@pti.com.tw,本報告書採雙軌查證，另由資誠聯合會計師事務所按確信準則公報第一號進行有限確信。,力成科技股份有限公司,_16082267,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6239_111.pdf
6257,矽格,SIGURD,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,英國標準協會,AA1000 第1類型(Type1) 中度保證,http://Sigurd.com.tw,t100sa11_6257_111.pdf,112/06/30,,,,,,,,yuki_pan@sigurd.com.tw,,矽格股份有限公司,_23218022,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6257_111.pdf
6269,台郡,FLEXIUM,6.係自願編製與申報,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,SGS,AA1000 第1類型(Type1) 中度保證,https://www.flexium.com.tw/Sustainability/ESGOverview?lang=zh-tw,t100sa11_6269_111.pdf,112/06/30,,,,,,,,CSR@flexium.com.tw,,台郡科技股份有限公司,_16347324,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6269_111.pdf
6278,台表科,TSMT,5.股本達新臺幣二十億元以上者,光電業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.tsmt.com.tw/corporate-social-responsibility,t100sa11_6278_111.pdf,112/06/30,,,,,,,,ann_lo@tsmt.com,,台灣表面黏著科技股份有限公司,_23722471,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6278_111.pdf
6282,康舒,AcBel,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,SGS台灣驗證科技,AA1000 第2類型(Type2) 中度保證,https://www.acbel.com.tw/csr-report-download,t100sa11_6282_111.pdf,112/06/30,,,,,,,,CSD@acbel.com,,康舒科技股份有限公司,_12341051,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6282_111.pdf
6285,啟碁,WNC,5.股本達新臺幣二十億元以上者,通信網路業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,英國標準協會臺灣分公司 （BSI Taiwan）,AA1000 第1類型(Type1) 中度保證,https://csr.wnc.com.tw/zh/resources-and-downloads/,t100sa11_6285_111.pdf,112/06/30,https://csr.wnc.com.tw/en/resources-and-downloads-en/,t100sa11_6285_111_E.pdf,2023/06/30,,,,,public@wnc.com.tw,,啟碁科技股份有限公司,_97331723,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6285_111.pdf
6288,聯嘉,EOI,6.係自願編製與申報,汽車工業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,臺灣檢驗科技股份有限公司(SGS),AA1000 第1類型(Type1) 中度保證,https://www.eoi.com.tw/ESG/ESG_NEW_Detail#Reports,t100sa11_6288_111.pdf,112/08/16,,,,,,,,csr@eoi.com.tw,相較於110年，111年本公司之組織規模、結構、所有權及供應鏈並無重大改變。,聯嘉光電股份有限公司,_89396315,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6288_111.pdf
6409,旭隼,VOLTRONIC,6.係自願編製與申報,其他電子業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,(1)恆生永續發展顧問股份有限公司-採用ISAE3000(2)恆生永續會計師事務所採用ISAE3000及ISAE3410進行確信,其他,http://www.voltronicpower.com,t100sa11_6409_111.pdf,112/06/30,http://www.voltronicpower.com,t100sa11_6409_111_E.pdf,2023/06/30,,,,,investor@voltronic.com.tw,永續報告-採用ISAE 3000/moderate/limited level;111年TCFD揭露於本公司網站,旭隼科技股份有限公司,_28865032,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6409_111.pdf
6412,群電,Chicony Power,5.股本達新臺幣二十億元以上者,電子零組件業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,Bureau Veritas (BV),AA1000 第1類型(Type1) 中度保證,https://www.chiconypower.com/zh-tw/home/CSR,t100sa11_6412_111.pdf,112/06/30,https://www.chiconypower.com/en/home/CSR,t100sa11_6412_111_E.pdf,2023/08/31,,,,,Alex_Leu@chiconypower.com,,群光電能科技股份有限公司,_24284436,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6412_111.pdf
6414,樺漢,ENNOCONN,6.係自願編製與申報,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,SGS,AA1000 第1類型(Type1) 中度保證,https://www.ennoconn.com/zh-tw/csr-report/,t100sa11_6414_111.pdf,112/06/27,https://www.ennoconn.com/csr-report/,t100sa11_6414_111_E.pdf,2023/06/27,,,,,esg@ennoconn.com,無,樺漢科技股份有限公司,_70380046,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6414_111.pdf
6442,光聖,EZconn,6.係自願編製與申報,通信網路業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.ezconn.com/csr.php,t100sa11_6442_111.pdf,112/06/28,https://www.ezconn.com/csr_en.php,t100sa11_6442_111_E.pdf,2023/06/29,,,,,flora.liao@ezconn.com,無,光紅建聖股份有限公司,_97119975,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6442_111.pdf
6456,GIS-KY,GIS,5.股本達新臺幣二十億元以上者,光電業,111/01/01~111/12/31,2. 其他依循標準：依循GRI準則及SASB準則,其他查驗證單位：,英國標準協會(BSI Taiwan),AA1000 第1類型(Type1) 中度保證,https://www.gis-touch.com/c/csr_csr.php,t100sa11_6456_111.pdf,112/06/29,,,,,,,,ESG@gis-touch.com,本報告書亦參考TCFD氣候相關財務資訊揭露建議書編製,GIS Holding Limited,_41420316,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6456_111.pdf
6505,台塑化,FPCC,5.股本達新臺幣二十億元以上者,油電燃氣業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,艾法諾國際股份有限公司（Afnor Asia）,AA1000 第1類型(Type1) 中度保證,https://fpcc-esg.com/files.php?id=25&page=content,t100sa11_6505_111.pdf,112/06/28,https://fpcc-esg.com/en_files.php?id=16&page=content,t100sa11_6505_111_E.pdf,2023/09/07,,,,,csr01@fpcc.com.tw,,台塑石化股份有限公司,_86522210,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6505_111.pdf
6531,愛普*,AP Memory,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.apmemory.com/zh-hant/investors/sustainability-reports/,t100sa11_6531_111.pdf,112/06/30,,,,,,,,ir@apmemory.com,無,愛普科技股份有限公司,_53503847,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6531_111.pdf
6573,虹揚-KY,HY,6.係自願編製與申報,半導體業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.hygroup.com.tw/tw-ww/csr/report.aspx,t100sa11_6573_111.pdf,112/06/30,,,,,,,,bong.wang@hygroup.com.tw,,虹揚發展科技股份有限公司,_53016234,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6573_111.pdf
6579,研揚,AAEON,6.係自願編製與申報,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,無,無資料,無資料,https://www.aaeon.com/tw/csr/corporate-responsibility-report,t100sa11_6579_111.pdf,112/06/29,,,,,,,,Irislee@aaeon.com.tw,,研揚科技股份有限公司,_53113073,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6579_111.pdf
6581,鋼聯,TSU,6.係自願編製與申報,綠能環保,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,BSI,AA1000 第1類型(Type1) 中度保證,https://www.tsutw.com.tw/tsucsr/complist.php?LarCode=%E5%A0%B1%E5%91%8A%E6%9B%B8%E4%B8%8B%E8%BC%89&pnum=1&snum=0,t100sa11_6581_111.pdf,112/08/31,,,,,,,,jackie.lin@tsutw.com.tw,,台灣鋼聯股份有限公司,_89528054,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6581_111.pdf
6592,和潤企業,HOTAI FINANCE,5.股本達新臺幣二十億元以上者,其他,111/01/01~111/12/31,1. GRI 準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://esg.hfcfinance.com.tw/zh-tw/download,t100sa11_6592_111.pdf,112/06/29,https://esg.hfcfinance.com.tw/en-us/download,t100sa11_6592_111_E.pdf,2023/08/08,,,,,HFC-INVESTOR@hfcfinance.com.tw,雙確信(資誠 確信準則公報第一號+BSI AA1000 Type 1中度保證),和潤企業股份有限公司,_16844548,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6592_111.pdf
6669,緯穎,Wiwynn,6.係自願編製與申報,電腦及週邊設備業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,BSI,AA1000 第2類型(Type2) 中度保證,https://wiwynn.co/22esgch,t100sa11_6669_111.pdf,112/06/30,https://wiwynn.co/22esgen,t100sa11_6669_111_E.pdf,2023/07/14,,,,,IR@wiwynn.com,,緯穎科技服務股份有限公司,_53687704,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6669_111.pdf
6689,伊雲谷,ECV,6.係自願編製與申報,數位雲端,111/01/01~111/12/31,2. 其他依循標準：GRI 準則，SASB準則,會計師事務所：,資誠聯合會計師事務所,確信準則3000號(原公報第一號),https://www.ecloudvalley.com/esg-zh/p/download,t100sa11_6689_111.pdf,112/06/29,https://www.ecloudvalley.com/esg-en/p/download,t100sa11_6689_111_E.pdf,2023/07/31,,,,,anni.yu@ecloudvalley.com,本公司參考TCFD框架進行氣候治理。,伊雲谷數位科技股份有限公司,_54359763,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6689_111.pdf
6754,匯僑設計,Rich Honour,6.係自願編製與申報,居家生活,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,格瑞國際驗證有限公司（GREAT Certiﬁcation）,AA1000 第1類型(Type1) 中度保證,https://www.richhonour.com/pdf/sustainabilityReport.pdf,t100sa11_6754_111.pdf,112/06/30,,,,,,,,IR@richhonour.com,,匯僑室內裝修設計股份有限公司,_24775812,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6754_111.pdf
6770,力積電,PSMC,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,英國標準協會(BSI),AA1000 第2類型(Type2) 高度保證,https://esg.powerchip.com/upload/media/sustainability_report_tw/psmc-CSR-report-2022.pdf,t100sa11_6770_111.pdf,112/06/29,https://esg.powerchip.com/upload/media/sustainability_report/psmc-CSR-report-2022.pdf,t100sa11_6770_111_E.pdf,2023/06/29,,,,,csr@powerchip.com,,力晶積成電子製造股份有限公司,_28112667,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6770_111.pdf
6789,采鈺,VisEra,5.股本達新臺幣二十億元以上者,半導體業,111/01/01~111/12/31,1. GRI 準則,其他查驗證單位：,DNV 立恩威國際驗證股份有限公司,AA1000 第1類型(Type1) 中度保證,https://esg.viseratech.com/wp-content/uploads/2023/06/2022采鈺ESG報告書-電子中文版.pdf,t100sa11_6789_111.pdf,112/06/30,https://esg.viseratech.com/wp-content/uploads/2023/06/2022-VisEra-ESG-REPORT.pdf,t100sa11_6789_111_E.pdf,2023/06/30,,,,,ESG@viseratech.com,,采鈺科技股份有限公司,_80601119,https://mops.twse.com.tw/server-java/FileDownLoad?step=9&filePath=/home/html/nas/protect/t100/&fileName=t100sa11_6789_111.pdf
